,model,run_type,accuracy,average precision,balanced accuracy,AUROC
43,decision_tree_1 e settantacinque,test,0.8679311380242218,0.22396790728044713,0.638392905007761,0.6383929050077611
44,decision_tree_1 e settantacinque,train,0.921840202187023,0.4580118853568943,0.7681457563962016,0.7681457563962016
45,decision_tree_1 e settantacinque,test,0.8693323991592433,0.2282185888482523,0.641551209184055,0.641551209184055
46,decision_tree_1 e settantacinque,train,0.9224407577008733,0.46125010918329457,0.7694411218246608,0.7694411218246607
47,decision_tree_1 e settantacinque,test,0.8680312281052948,0.22646604669564677,0.6411762348869754,0.6411762348869754
48,decision_tree_1 e settantacinque,train,0.921427320271251,0.4520916796813841,0.7616388978955431,0.7616388978955431
49,decision_tree_1 e settantacinque,test,0.8696827144429987,0.21984496489472408,0.6313892576824659,0.6313892576824658
50,decision_tree_1 e settantacinque,train,0.9213772739784301,0.45160550508524705,0.7612014160303455,0.7612014160303455
51,decision_tree_1 e settantacinque,test,0.873035732158943,0.23727782975943734,0.6469249492872515,0.6469249492872515
52,decision_tree_1 e settantacinque,train,0.9211770888071467,0.4475479166241065,0.7561788676421813,0.7561788676421813
53,decision_tree_1 e settantacinque,test,0.8740866780102092,0.23199206732604039,0.6393418743800525,0.6393418743800524
54,decision_tree_1 e settantacinque,train,0.921139554087531,0.45421092793621054,0.7665663171270123,0.7665663171270123
55,decision_tree_1 e settantacinque,test,0.8689820838754879,0.2196758869735505,0.6320822067448714,0.6320822067448714
56,decision_tree_1 e settantacinque,train,0.9212896929659935,0.45301303727314035,0.7638788927002584,0.7638788927002584
57,decision_tree_1 e settantacinque,test,0.8689820838754879,0.22703028235245098,0.6406253070709483,0.6406253070709483
58,decision_tree_1 e settantacinque,train,0.9206891374521432,0.4472593045007607,0.7587654695231959,0.7587654695231958
59,decision_tree_1 e settantacinque,test,0.8696827144429987,0.22250859713911486,0.6344793152472171,0.6344793152472171
60,decision_tree_2,train,0.8860445912469034,0.19973073761260385,0.58074413753193,0.5807441375319301
61,decision_tree_2,test,0.8856470823741367,0.19508365383184867,0.5762860767098122,0.5762860767098121
62,decision_tree_2,train,0.8867577509196006,0.24164484486413518,0.6273746686832709,0.6273746686832709
63,decision_tree_2,test,0.8843459113201881,0.22828810531910285,0.6173542273988082,0.6173542273988081
64,decision_tree_2,train,0.8873958411530666,0.23978936399918865,0.6237369528391895,0.6237369528391895
65,decision_tree_2,test,0.8828946051446301,0.22496619054730688,0.616530504169813,0.6165305041698129
66,decision_tree_2,train,0.8874709105922979,0.19812608634731194,0.5748720575762313,0.5748720575762313
67,decision_tree_2,test,0.884946451806626,0.18647446258793265,0.5680723892620523,0.5680723892620523
68,decision_tree_2,train,0.8873332832870405,0.19668564475783112,0.5735667130429578,0.5735667130429578
69,decision_tree_2,test,0.8852967670903813,0.1869458836955741,0.5677259147308497,0.5677259147308495
70,decision_tree_2,train,0.8868703550784476,0.1929012253936796,0.5704404304257051,0.5704404304257051
71,decision_tree_2,test,0.8865979381443299,0.19170624383369167,0.5697368018563269,0.5697368018563269
72,decision_tree_2,train,0.887070540249731,0.2325631705916561,0.6161889281323053,0.6161889281323054
73,decision_tree_2,test,0.8865979381443299,0.22934791171615043,0.6135429120389769,0.6135429120389769
74,decision_tree_2,train,0.8866701699071641,0.17878149073369748,0.5539637087917307,0.5539637087917308
75,decision_tree_2,test,0.883395055549995,0.16590169632739254,0.5481062078698659,0.5481062078698659
76,decision_tree_2,train,0.8868328203588319,0.24547604314530985,0.6315989573532738,0.6315989573532738
77,decision_tree_2,test,0.8834451005905315,0.23499682790581272,0.6268401959742761,0.6268401959742761
78,decision_tree_2,train,0.8872331907013988,0.19501684317611195,0.5718735940807192,0.5718735940807191
79,decision_tree_2,test,0.8844460014012612,0.18185796915262403,0.5639712168363674,0.5639712168363674
80,decision_tree_3,train,0.9095163025798864,0.3605239304820801,0.6942897463430678,0.6942897463430678
81,decision_tree_3,test,0.8770893804423981,0.21374668135278002,0.6139626836220096,0.6139626836220096
82,decision_tree_3,train,0.909666441458349,0.37511935379968453,0.7140561377235766,0.7140561377235766
83,decision_tree_3,test,0.8756881193073767,0.2332996601017551,0.6384331294364327,0.6384331294364327
84,decision_tree_3,train,0.9107424367539975,0.36749654759685935,0.697621928419596,0.6976219284195959
85,decision_tree_3,test,0.8789410469422481,0.222420786151226,0.6208302197906242,0.6208302197906241
86,decision_tree_3,train,0.9081900758201337,0.35030728281921497,0.6867190734718989,0.6867190734718989
87,decision_tree_3,test,0.8767390651586427,0.21229905968227883,0.6128550134168588,0.6128550134168588
88,decision_tree_3,train,0.9096539298851437,0.3724853958383111,0.7105036973232688,0.7105036973232688
89,decision_tree_3,test,0.8770893804423981,0.2290618334416331,0.6314124204582519,0.6314124204582519
90,decision_tree_3,train,0.909491279433476,0.37056177841467713,0.7086387138441284,0.7086387138441284
91,decision_tree_3,test,0.8787909118206386,0.2357196400429306,0.6361952948665535,0.6361952948665535
92,decision_tree_3,train,0.9081400295273128,0.34791603070826993,0.6835089544321203,0.6835089544321205
93,decision_tree_3,test,0.8817936142528275,0.2246298522829346,0.6182685958823223,0.6182685958823224
94,decision_tree_3,train,0.9093411405550134,0.3685900564275064,0.7066444722219996,0.7066444722219997
95,decision_tree_3,test,0.8781903713342007,0.23101957417776642,0.6318555458502729,0.6318555458502729
96,decision_tree_3,train,0.9102044391061732,0.37024158864654655,0.704589073689603,0.704589073689603
97,decision_tree_3,test,0.8797918126313682,0.2314895983143894,0.6296744242623438,0.6296744242623439
98,decision_tree_3,train,0.9098541150564272,0.3662951292512421,0.7007994515382486,0.7007994515382486
99,decision_tree_3,test,0.8786908217395656,0.2244856938032378,0.6235964880169529,0.6235964880169528
100,decision_tree_4,train,0.9516677927082552,0.6408705503379813,0.8289823530734526,0.8289823530734527
101,decision_tree_4,test,0.8665298768892002,0.20928242297141797,0.6228743705724623,0.6228743705724623
102,decision_tree_4,train,0.9532067162124965,0.6527473094328872,0.8394918342470601,0.83949183424706
103,decision_tree_4,test,0.8637773996596937,0.21548206746674026,0.6333088309372158,0.6333088309372158
104,decision_tree_4,train,0.9526186722718515,0.6492070802176781,0.8410216601239366,0.8410216601239366
105,decision_tree_4,test,0.8683314983485136,0.22349954618883183,0.6373477623576573,0.6373477623576572
106,decision_tree_4,train,0.9525310912594149,0.6499611963144747,0.846744492379045,0.8467444923790449
107,decision_tree_4,test,0.8663797417675908,0.23092308796649025,0.6484184588028661,0.6484184588028661
108,decision_tree_4,train,0.9506918899982484,0.6359493518835903,0.8363373041203979,0.8363373041203979
109,decision_tree_4,test,0.8704834350915824,0.228205438137984,0.6400232898128655,0.6400232898128656
110,decision_tree_4,train,0.9526436954182619,0.6494360895814271,0.8413540337276247,0.8413540337276247
111,decision_tree_4,test,0.8695325793213893,0.2279136100533719,0.6409377538129809,0.6409377538129809
112,decision_tree_4,train,0.9512924455120987,0.6401417174011996,0.8381326533016503,0.8381326533016502
113,decision_tree_4,test,0.8679811830647582,0.2190563014278237,0.6326047303116227,0.6326047303116227
114,decision_tree_4,train,0.9493656632384956,0.6247621510197922,0.8236304345159886,0.8236304345159887
115,decision_tree_4,test,0.8686317685917325,0.21600813623083154,0.6282480151590577,0.6282480151590577
116,decision_tree_4,train,0.951254910792483,0.6403140521733893,0.8398385667152523,0.8398385667152523
117,decision_tree_4,test,0.8690321289160244,0.2267967956674698,0.6402901751361356,0.6402901751361356
118,decision_tree_4,train,0.9521056977704376,0.6453404192116867,0.8382305978048943,0.8382305978048943
119,decision_tree_4,test,0.8675808227404664,0.2223345364797927,0.6369216986185219,0.6369216986185219
120,decision_tree_5,train,0.9996746990966644,0.9975924861040923,0.9986335926003784,0.9986335926003784
121,decision_tree_5,test,0.8459113201881694,0.20562535188822084,0.6378917294013733,0.6378917294013733
122,decision_tree_5,train,0.999887395841153,0.9991666298052627,0.9995270128232079,0.9995270128232079
123,decision_tree_5,test,0.8453107797017315,0.20726930105242083,0.6404591678827721,0.640459167882772
124,decision_tree_5,train,0.9997998148287166,0.9985184529871337,0.9991591339079251,0.9991591339079251
125,decision_tree_5,test,0.8533179861875688,0.22339246702720206,0.6535469480929597,0.6535469480929598
126,decision_tree_5,train,0.9998373495483323,0.9987962430520462,0.9993167963001892,0.9993167963001892
127,decision_tree_5,test,0.8514663196877189,0.21948740594441507,0.650496541857273,0.650496541857273
128,decision_tree_5,train,0.9998748842679479,0.9990740331169586,0.9994744586924532,0.9994744586924532
129,decision_tree_5,test,0.8534681213091783,0.21792301024851868,0.6467249733431075,0.6467249733431075
130,decision_tree_5,train,0.9998373495483323,0.9987962430520462,0.9993167963001892,0.9993167963001892
131,decision_tree_5,test,0.8535181663497148,0.2208103272990306,0.6502069713412229,0.6502069713412229
132,decision_tree_5,train,0.9998123264019217,0.9986110496754379,0.9992116880386799,0.9992116880386799
133,decision_tree_5,test,0.8507656891202082,0.21116301799647408,0.6408287096731596,0.6408287096731596
134,decision_tree_5,train,0.9998373495483323,0.9987962430520462,0.9993167963001892,0.9993167963001892
135,decision_tree_5,test,0.8536182564307877,0.21677104101126393,0.645174273262537,0.645174273262537
136,decision_tree_5,train,0.999887395841153,0.9991666298052627,0.9995270128232079,0.9995270128232079
137,decision_tree_5,test,0.8530677609848863,0.2211452870206727,0.6510419416500068,0.6510419416500068
138,decision_tree_5,train,0.9998373495483323,0.9987962430520462,0.9993167963001892,0.9993167963001892
139,decision_tree_5,test,0.8486137523771394,0.21729725436777436,0.6503316443849122,0.6503316443849121
