,model,run_type,accuracy,average precision,balanced accuracy,AUROC
119,decision_tree_4,test,0.780588460068781,0.4651650071551843,0.7058314801732017,0.7058314801732016
120,decision_tree_5,train,1.0,1.0,1.0,1.0
121,decision_tree_5,test,0.746121513183034,0.42570148739957,0.685754100046118,0.685754100046118
122,decision_tree_5,train,0.9993121632465894,0.9982088783483284,0.998790974875368,0.998790974875368
123,decision_tree_5,test,0.7454337027130302,0.42745564408070036,0.6887880898124642,0.6887880898124642
124,decision_tree_5,train,0.9993312698230731,0.998258101118979,0.9988251395490954,0.9988251395490955
125,decision_tree_5,test,0.7441345051585785,0.4257336808909782,0.6873847011983334,0.6873847011983334
126,decision_tree_5,train,0.9999808934235164,0.9999507772290289,0.9999658353262726,0.9999658353262726
127,decision_tree_5,test,0.7466564768819258,0.4299936685456344,0.6913925024762442,0.6913925024762442
128,decision_tree_5,train,0.9999044671175819,0.9997538861451445,0.9998291766313632,0.9998291766313632
129,decision_tree_5,test,0.7469621704241498,0.4341614951660308,0.6970389797729377,0.6970389797729377
130,decision_tree_5,train,0.9994459092819749,0.9985534377428835,0.9990301275914595,0.9990301275914596
131,decision_tree_5,test,0.7432938479174628,0.42687485664180286,0.6896437647214095,0.6896437647214096
132,decision_tree_5,train,0.9997707210821964,0.9994093267483467,0.9995900239152716,0.9995900239152716
133,decision_tree_5,test,0.7421474971341231,0.422061794432788,0.6837482133089225,0.6837482133089225
134,decision_tree_5,train,0.9995032290114257,0.9987202079547512,0.9991117184830884,0.9991117184830884
135,decision_tree_5,test,0.7502483760030569,0.43303862160961704,0.6927151424246996,0.6927151424246996
136,decision_tree_5,train,0.9994650158584585,0.9985644847667173,0.9991060985242932,0.9991060985242932
137,decision_tree_5,test,0.7535345815819641,0.4380684089194703,0.6970025776365802,0.6970025776365801
138,decision_tree_5,train,0.9999426802705491,0.9998523316870866,0.9998975059788179,0.9998975059788179
139,decision_tree_5,test,0.7423767672907909,0.4217645782218646,0.6831549063266188,0.6831549063266187
